weight,height,closing,open_00_01,open_01_02,open_02_03,open_03_04,open_04_05,open_05_06,open_06_07,open_07_08,open_08_09,open_09_10,open_10_11,open_11_12,open_12_13,open_13_14,open_14_15,open_15_16,open_16_17,open_17_18,open_18_19,open_19_20,open_20_21,open_21_22,open_22_23,open_23_24,smoking_false,smoking_true,drinker_abstemious,drinker_casual drinker,drinker_social drinker,dress_preference_elegant,dress_preference_formal,dress_preference_informal,dress_preference_no preference,company_family,company_friends,company_solitary,transport_car,transport_on foot,transport_public,marital_status_married,marital_status_single,marital_status_widow,interest_eco-friendly,interest_none,interest_retro,interest_technology,interest_variety,religion_Catholic,religion_Christian,religion_Jewish,religion_Mormon,religion_none,activity_professional,activity_student,activity_unemployed,color_black,color_blue,color_green,color_orange,color_purple,color_red,color_white,color_yellow,budget_high,budget_low,budget_medium,cuisine_x_Afghan,cuisine_x_American,cuisine_x_Asian,cuisine_x_Australian,cuisine_x_Bagels,cuisine_x_Bakery,cuisine_x_Bar,cuisine_x_Barbecue,cuisine_x_Breakfast-Brunch,cuisine_x_Burgers,cuisine_x_Cafe-Coffee_Shop,cuisine_x_Cafeteria,cuisine_x_Chinese,cuisine_x_Contemporary,cuisine_x_Continental-European,cuisine_x_Cuban,cuisine_x_Deli-Sandwiches,cuisine_x_Dessert-Ice_Cream,cuisine_x_Diner,cuisine_x_Doughnuts,cuisine_x_Eastern_European,cuisine_x_Family,cuisine_x_Fast_Food,cuisine_x_Fusion,cuisine_x_Game,cuisine_x_Hawaiian,cuisine_x_Hot_Dogs,cuisine_x_Indian-Pakistani,cuisine_x_Italian,cuisine_x_Japanese,cuisine_x_Juice,cuisine_x_Korean,cuisine_x_Latin_American,cuisine_x_Lebanese,cuisine_x_Mexican,cuisine_x_Middle_Eastern,cuisine_x_Mongolian,cuisine_x_Moroccan,cuisine_x_Pizzeria,cuisine_x_Polish,cuisine_x_Polynesian,cuisine_x_Portuguese,cuisine_x_Regional,cuisine_x_Seafood,cuisine_x_Soup,cuisine_x_Spanish,cuisine_x_Sushi,cuisine_x_Tex-Mex,cuisine_x_Turkish,payment_American_Express,payment_MasterCard-Eurocard,payment_VISA,payment_bank_debit_cards,payment_cash,cuisine_y_American,cuisine_y_Armenian,cuisine_y_Bakery,cuisine_y_Bar,cuisine_y_Bar_Pub_Brewery,cuisine_y_Breakfast-Brunch,cuisine_y_Burgers,cuisine_y_Cafe-Coffee_Shop,cuisine_y_Cafeteria,cuisine_y_Chinese,cuisine_y_Contemporary,cuisine_y_Family,cuisine_y_Fast_Food,cuisine_y_Game,cuisine_y_International,cuisine_y_Italian,cuisine_y_Japanese,cuisine_y_Mexican,cuisine_y_Pizzeria,cuisine_y_Regional,cuisine_y_Seafood,cuisine_y_Vietnamese,parking_lot_none,parking_lot_public,parking_lot_valet parking,parking_lot_yes,age,target
0.25666691931398244,0.5712496391422756,-2.832176254625354,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.4528820134849607,2
0.25666691931398244,0.5712496391422756,0.8219263550665977,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.4528820134849607,0
0.25666691931398244,0.5712496391422756,-0.3961078481640529,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.4528820134849607,1
0.25666691931398244,0.5712496391422756,0.517417804258935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.4528820134849607,2
0.25666691931398244,0.5712496391422756,0.517417804258935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.4528820134849607,2
0.25666691931398244,0.5712496391422756,0.8219263550665977,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.4528820134849607,2
-1.6688505510119962,1.5114815968776143,-0.3961078481640529,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.5169215668311418,2
-1.6688505510119962,1.5114815968776143,0.517417804258935,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.5169215668311418,2
-1.6688505510119962,1.5114815968776143,0.517417804258935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.5169215668311418,1
-1.6688505510119962,1.5114815968776143,-0.09159929735639027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.5169215668311418,1
